FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.3077411,3077411,POINT (16.33182112563083 48.22168568122953),Blumengasse,Blumengasse,9,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Blumengasse!start|1,
OEFFHALTESTOGD.3077412,3077412,POINT (16.316513825485004 48.13707738126863),Hetmanekgasse,Hetmanekgasse,"N64, 64A, 61A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Hetmanekgasse!start|1,
OEFFHALTESTOGD.3077413,3077413,POINT (16.316513825485004 48.13707738126863),Hetmanekgasse,Hetmanekgasse,"N64, 64A, 61A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Hetmanekgasse!start|1,
OEFFHALTESTOGD.3077414,3077414,POINT (16.316513825485004 48.13707738126863),Hetmanekgasse,Hetmanekgasse,"N64, 64A, 61A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Hetmanekgasse!start|1,
OEFFHALTESTOGD.3077415,3077415,POINT (16.289196126295995 48.187152381131106),Fichtnergasse,Fichtnergasse,10,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Fichtnergasse!start|1,
OEFFHALTESTOGD.3077416,3077416,POINT (16.288585225314574 48.18708658095691),Fichtnergasse,Fichtnergasse,10,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Fichtnergasse!start|1,
OEFFHALTESTOGD.3077417,3077417,POINT (16.392304726137308 48.156862781442214),Florian-Geyer-Gasse,Florian-Geyer-Gasse,15A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Florian-Geyer-Gasse!start|1,
OEFFHALTESTOGD.3077418,3077418,POINT (16.39152322640385 48.15702458144001),Florian-Geyer-Gasse,Florian-Geyer-Gasse,15A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Florian-Geyer-Gasse!start|1,
OEFFHALTESTOGD.3077419,3077419,POINT (16.43085142561539 48.165784981219744),Florian-Hedorfer-Straße,Florian-Hedorfer-Straße,73A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Florian-Hedorfer-Straße!start|1,
OEFFHALTESTOGD.3077420,3077420,POINT (16.431534126322788 48.16593478081803),Florian-Hedorfer-Straße,Florian-Hedorfer-Straße,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Florian-Hedorfer-Straße!start|1,
OEFFHALTESTOGD.3077421,3077421,POINT (16.431695825823255 48.16535358118278),Florian-Hedorfer-Straße,Florian-Hedorfer-Straße,"N71, 73A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Florian-Hedorfer-Straße!start|1,
OEFFHALTESTOGD.3077422,3077422,POINT (16.431695825823255 48.16535358118278),Florian-Hedorfer-Straße,Florian-Hedorfer-Straße,"N71, 73A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Florian-Hedorfer-Straße!start|1,
OEFFHALTESTOGD.3077423,3077423,POINT (16.431695825823255 48.16535358118278),Florian-Hedorfer-Straße,Florian-Hedorfer-Straße,"N71, 73A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Florian-Hedorfer-Straße!start|1,
OEFFHALTESTOGD.3077424,3077424,POINT (16.431327525489625 48.16595278129023),Florian-Hedorfer-Straße,Florian-Hedorfer-Straße,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Florian-Hedorfer-Straße!start|1,
OEFFHALTESTOGD.3077199,3077199,POINT (16.244945126387908 48.13773678168975),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"253, 250, N61",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Kalksburg%20Kirchenplatz!start|1,
OEFFHALTESTOGD.3077200,3077200,POINT (16.244945126387908 48.13773678168975),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"253, 250, N61",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Kalksburg%20Kirchenplatz!start|1,
OEFFHALTESTOGD.3077201,3077201,POINT (16.24500333305365 48.13764691341867),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"253, 250, N61",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Kalksburg%20Kirchenplatz!start|1,
OEFFHALTESTOGD.3077202,3077202,POINT (16.244963025131227 48.13764688145198),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"253, 250, N61",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Kalksburg%20Kirchenplatz!start|1,
OEFFHALTESTOGD.3077203,3077203,POINT (16.244963025131227 48.13764688145198),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"253, 250, N61",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Kalksburg%20Kirchenplatz!start|1,
OEFFHALTESTOGD.3077204,3077204,POINT (16.318876425954418 48.24460918171534),Kammerergasse,Kammerergasse,"N35, 35A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Kammerergasse!start|1,
OEFFHALTESTOGD.3077205,3077205,POINT (16.318876425954418 48.24460918171534),Kammerergasse,Kammerergasse,"N35, 35A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Kammerergasse!start|1,
OEFFHALTESTOGD.3077206,3077206,POINT (16.318876425954418 48.24460918171534),Kammerergasse,Kammerergasse,"N35, 35A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Kammerergasse!start|1,
OEFFHALTESTOGD.3077207,3077207,POINT (16.318876425954418 48.24460918171534),Kammerergasse,Kammerergasse,"N35, 35A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Kammerergasse!start|1,
OEFFHALTESTOGD.3077208,3077208,POINT (16.318876425954418 48.24460918171534),Kammerergasse,Kammerergasse,"N35, 35A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Kammerergasse!start|1,
OEFFHALTESTOGD.3077209,3077209,POINT (16.456183926419786 48.2128809806916),Kanalstraße,Kanalstraße,"96A, 92A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Kanalstraße!start|1,
OEFFHALTESTOGD.3077210,3077210,POINT (16.455618026420385 48.21277318129343),Kanalstraße,Kanalstraße,"93A, 92A, N91",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Kanalstraße!start|1,
OEFFHALTESTOGD.3077211,3077211,POINT (16.455618026420385 48.21277318129343),Kanalstraße,Kanalstraße,"93A, 92A, N91",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Kanalstraße!start|1,
OEFFHALTESTOGD.3077212,3077212,POINT (16.455618026420385 48.21277318129343),Kanalstraße,Kanalstraße,"93A, 92A, N91",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Kanalstraße!start|1,
OEFFHALTESTOGD.3077213,3077213,POINT (16.455941325868945 48.212449981235),Kanalstraße,Kanalstraße,"93A, N91",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Kanalstraße!start|1,
OEFFHALTESTOGD.3077214,3077214,POINT (16.455941325868945 48.212449981235),Kanalstraße,Kanalstraße,"93A, N91",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Kanalstraße!start|1,
OEFFHALTESTOGD.3077215,3077215,POINT (16.455941325868945 48.212449981235),Kanalstraße,Kanalstraße,"93A, N91",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Kanalstraße!start|1,
OEFFHALTESTOGD.3077216,3077216,POINT (16.46843692549429 48.21560458147714),Wulzendorfstraße,Wulzendorfstraße,95A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Wulzendorfstraße!start|1,
OEFFHALTESTOGD.3077217,3077217,POINT (16.372146525605345 48.18996118089102),Belvederegasse,Belvederegasse,N66,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Belvederegasse!start|1,
OEFFHALTESTOGD.3077218,3077218,POINT (16.372146525605345 48.18996118089102),Belvederegasse,Belvederegasse,N66,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Belvederegasse!start|1,
OEFFHALTESTOGD.3077219,3077219,POINT (16.371679426318334 48.18999718145541),Belvederegasse,Belvederegasse,13A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Belvederegasse!start|1,
OEFFHALTESTOGD.3077220,3077220,POINT (16.439529126062382 48.230028181463545),Benatzkygasse,Benatzkygasse,93A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Benatzkygasse!start|1,
OEFFHALTESTOGD.3077221,3077221,POINT (16.439708825511303 48.22987858083207),Benatzkygasse,Benatzkygasse,93A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Benatzkygasse!start|1,
OEFFHALTESTOGD.3077222,3077222,POINT (16.36150152591224 48.21825618164878),Berggasse,Berggasse,40A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Berggasse!start|1,
OEFFHALTESTOGD.3077223,3077223,POINT (16.361968626183298 48.217879081596266),Berggasse,Berggasse,40A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Berggasse!start|1,
OEFFHALTESTOGD.3077224,3077224,POINT (16.256937626429853 48.201733681673915),Bergmillergasse,Bergmillergasse,N49,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Bergmillergasse!start|1,
OEFFHALTESTOGD.3077225,3077225,POINT (16.256937626429853 48.201733681673915),Bergmillergasse,Bergmillergasse,N49,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Bergmillergasse!start|1,
OEFFHALTESTOGD.3077226,3077226,POINT (16.257135226551153 48.202482081401946),Bergmillergasse,Bergmillergasse,"43B, 52B, 52A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bergmillergasse!start|1,
OEFFHALTESTOGD.3077227,3077227,POINT (16.25679828342661 48.201147009250654),Bergmillergasse,Bergmillergasse,"43B, 49A, 52B, 451, 52A, 450, 50B, 50A, N49",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Bergmillergasse!start|1,
OEFFHALTESTOGD.3077228,3077228,POINT (16.25675792570002 48.20114698139415),Bergmillergasse,Bergmillergasse,"43B, 49A, 52B, 451, 52A, 450, 50B, 50A, N49",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bergmillergasse!start|1,
OEFFHALTESTOGD.3077229,3077229,POINT (16.25675792570002 48.20114698139415),Bergmillergasse,Bergmillergasse,"43B, 49A, 52B, 451, 52A, 450, 50B, 50A, N49",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Bergmillergasse!start|1,
OEFFHALTESTOGD.3077230,3077230,POINT (16.25675792570002 48.20114698139415),Bergmillergasse,Bergmillergasse,"43B, 49A, 52B, 451, 52A, 450, 50B, 50A, N49",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Bergmillergasse!start|1,
OEFFHALTESTOGD.3077231,3077231,POINT (16.336133026236723 48.21482038139776),Yppengasse,Yppengasse,44,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Yppengasse!start|1,
OEFFHALTESTOGD.3077232,3077232,POINT (16.33518982627756 48.21462888153135),Yppengasse,Yppengasse,44,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Yppengasse!start|1,
OEFFHALTESTOGD.3077233,3077233,POINT (16.407504226740933 48.24971188091658),Theodor-Körner-Gasse,Theodor-Körner-Gasse,33A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Theodor-Körner-Gasse!start|1,
OEFFHALTESTOGD.3077234,3077234,POINT (16.363585625464705 48.17410658110881),Fernkorngasse,Fernkorngasse,7A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Fernkorngasse!start|1,
OEFFHALTESTOGD.3077235,3077235,POINT (16.406066926683586 48.28123798081981),Bernreiterplatz,Bernreiterplatz,32A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bernreiterplatz!start|1,
OEFFHALTESTOGD.3077236,3077236,POINT (16.40611182655573 48.28157268138943),Bernreiterplatz,Bernreiterplatz,"32A, 30A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bernreiterplatz!start|1,
OEFFHALTESTOGD.3077237,3077237,POINT (16.406587926685024 48.28153088120337),Bernreiterplatz,Bernreiterplatz,"32A, 30A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bernreiterplatz!start|1,
OEFFHALTESTOGD.3077238,3077238,POINT (16.41080102558255 48.24916758093475),Mühlschüttel,Mühlschüttel,33A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Mühlschüttel!start|1,
OEFFHALTESTOGD.3077239,3077239,POINT (16.410729126656623 48.27551068085992),Berzeliusgasse,Berzeliusgasse,"32A, 31A, 30A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Berzeliusgasse!start|1,
OEFFHALTESTOGD.3077240,3077240,POINT (16.41026202616577 48.275881381429485),Berzeliusgasse,Berzeliusgasse,"32A, 31A, 36B, 36A, 30A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Berzeliusgasse!start|1,
OEFFHALTESTOGD.3077241,3077241,POINT (16.434687225790526 48.17712578127796),Franz-Eder-Weg,Franz-Eder-Weg,"76B, 76A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Franz-Eder-Weg!start|1,
OEFFHALTESTOGD.3077242,3077242,POINT (16.43422912548816 48.1774072811356),Franz-Eder-Weg,Franz-Eder-Weg,"76B, 76A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Franz-Eder-Weg!start|1,
OEFFHALTESTOGD.3077243,3077243,POINT (16.415535126672484 48.28850078148794),Anton-Schall-Gasse,Anton-Schall-Gasse,N31,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Anton-Schall-Gasse!start|1,
OEFFHALTESTOGD.3077244,3077244,POINT (16.415535126672484 48.28850078148794),Anton-Schall-Gasse,Anton-Schall-Gasse,N31,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Anton-Schall-Gasse!start|1,
OEFFHALTESTOGD.3077245,3077245,POINT (16.41579562596869 48.28903278116499),Anton-Schall-Gasse,Anton-Schall-Gasse,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Anton-Schall-Gasse!start|1,
OEFFHALTESTOGD.3077246,3077246,POINT (16.415678926088233 48.28846488150011),Anton-Schall-Gasse,Anton-Schall-Gasse,N31,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Anton-Schall-Gasse!start|1,
OEFFHALTESTOGD.3077247,3077247,POINT (16.415678926088233 48.28846488150011),Anton-Schall-Gasse,Anton-Schall-Gasse,N31,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Anton-Schall-Gasse!start|1,
OEFFHALTESTOGD.3077248,3077248,POINT (16.415669926400852 48.28903278093829),Anton-Schall-Gasse,Anton-Schall-Gasse,"30, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Anton-Schall-Gasse!start|1,
OEFFHALTESTOGD.3077249,3077249,POINT (16.49267794533555 48.278966226349326),Bettelheimstraße,Bettelheimstraße,"25B, 25A, 520",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077250,3077250,POINT (16.49263752646867 48.27896628136364),Bettelheimstraße,Bettelheimstraße,"25B, 25A, 520",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077251,3077251,POINT (16.49263752646867 48.27896628136364),Bettelheimstraße,Bettelheimstraße,"25B, 25A, 520",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077252,3077252,POINT (16.49263752646867 48.27896628136364),Bettelheimstraße,Bettelheimstraße,"25B, 25A, 520",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077253,3077253,POINT (16.49276332638598 48.27880488067523),Bettelheimstraße,Bettelheimstraße,"25B, 25A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077254,3077254,POINT (16.49276332638598 48.27880488067523),Bettelheimstraße,Bettelheimstraße,"25B, 25A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077255,3077255,POINT (16.49276332638598 48.27880488067523),Bettelheimstraße,Bettelheimstraße,"25B, 25A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077256,3077256,POINT (16.49190544555421 48.279659626219235),Bettelheimstraße,Bettelheimstraße,"25B, 511, 25A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077257,3077257,POINT (16.491865026138846 48.27965968096264),Bettelheimstraße,Bettelheimstraße,"25B, 511, 25A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077258,3077258,POINT (16.491865026138846 48.27965968096264),Bettelheimstraße,Bettelheimstraße,"25B, 511, 25A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077259,3077259,POINT (16.491865026138846 48.27965968096264),Bettelheimstraße,Bettelheimstraße,"25B, 511, 25A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077260,3077260,POINT (16.49218394493121 48.27933682581623),Bettelheimstraße,Bettelheimstraße,"25B, 511, 25A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077261,3077261,POINT (16.492143525771027 48.279336880657254),Bettelheimstraße,Bettelheimstraße,"25B, 511, 25A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077262,3077262,POINT (16.492143525771027 48.279336880657254),Bettelheimstraße,Bettelheimstraße,"25B, 511, 25A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077263,3077263,POINT (16.492143525771027 48.279336880657254),Bettelheimstraße,Bettelheimstraße,"25B, 511, 25A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Bettelheimstraße!start|1,
OEFFHALTESTOGD.3077264,3077264,POINT (16.436977926008677 48.24015218126836),Bernoullistraße,Bernoullistraße,"26A, N26",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bernoullistraße!start|1,
OEFFHALTESTOGD.3077265,3077265,POINT (16.436977926008677 48.24015218126836),Bernoullistraße,Bernoullistraße,"26A, N26",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Bernoullistraße!start|1,
OEFFHALTESTOGD.3077266,3077266,POINT (16.436977926008677 48.24015218126836),Bernoullistraße,Bernoullistraße,"26A, N26",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Bernoullistraße!start|1,
OEFFHALTESTOGD.3077267,3077267,POINT (16.35464732648848 48.23872228163899),Döblinger Hauptstraße/Gatterburggasse,Döblinger Hauptstraße/Gatterburggasse,37,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Döblinger%20Hauptstraße/Gatterburggasse!start|1,
OEFFHALTESTOGD.3077268,3077268,POINT (16.278290525594727 48.21537708157867),Feuerwache Am Steinhof,Feuerwache Am Steinhof,46B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Feuerwache%20Am%20Steinhof!start|1,
OEFFHALTESTOGD.3077269,3077269,POINT (16.332584726663576 48.261452681423606),Feuerwache Grinzing,Feuerwache Grinzing,38A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Feuerwache%20Grinzing!start|1,
OEFFHALTESTOGD.3077270,3077270,POINT (16.332494926853027 48.26142278093881),Feuerwache Grinzing,Feuerwache Grinzing,38A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Feuerwache%20Grinzing!start|1,
OEFFHALTESTOGD.3077271,3077271,POINT (16.423646925387043 48.167168981422996),Fickeysstraße,Fickeysstraße,N71,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Fickeysstraße!start|1,
OEFFHALTESTOGD.3077272,3077272,POINT (16.423646925387043 48.167168981422996),Fickeysstraße,Fickeysstraße,N71,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Fickeysstraße!start|1,
OEFFHALTESTOGD.3077273,3077273,POINT (16.423835625535293 48.16703118098519),Fickeysstraße,Fickeysstraße,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Fickeysstraße!start|1,
OEFFHALTESTOGD.3077274,3077274,POINT (16.423781726099378 48.16701318066568),Fickeysstraße,Fickeysstraße,N71,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Fickeysstraße!start|1,
OEFFHALTESTOGD.3077275,3077275,POINT (16.423781726099378 48.16701318066568),Fickeysstraße,Fickeysstraße,N71,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Fickeysstraße!start|1,
OEFFHALTESTOGD.3077276,3077276,POINT (16.423673925657226 48.16695328119477),Fickeysstraße,Fickeysstraße,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Fickeysstraße!start|1,
OEFFHALTESTOGD.3077277,3077277,POINT (16.397290326368324 48.15238608149373),Filmteichstraße,Filmteichstraße,68A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Filmteichstraße!start|1,
OEFFHALTESTOGD.3077278,3077278,POINT (16.3966346256787 48.152350180965094),Filmteichstraße,Filmteichstraße,"68B, N68",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Filmteichstraße!start|1,
OEFFHALTESTOGD.3077279,3077279,POINT (16.3966346256787 48.152350180965094),Filmteichstraße,Filmteichstraße,"68B, N68",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Filmteichstraße!start|1,
OEFFHALTESTOGD.3077280,3077280,POINT (16.3966346256787 48.152350180965094),Filmteichstraße,Filmteichstraße,"68B, N68",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Filmteichstraße!start|1,
OEFFHALTESTOGD.3077281,3077281,POINT (16.39694902551366 48.15289548074127),Filmteichstraße,Filmteichstraße,"68B, N68, 68A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Filmteichstraße!start|1,
OEFFHALTESTOGD.3077282,3077282,POINT (16.39694902551366 48.15289548074127),Filmteichstraße,Filmteichstraße,"68B, N68, 68A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Filmteichstraße!start|1,
OEFFHALTESTOGD.3077283,3077283,POINT (16.39694902551366 48.15289548074127),Filmteichstraße,Filmteichstraße,"68B, N68, 68A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Filmteichstraße!start|1,
OEFFHALTESTOGD.3077284,3077284,POINT (16.497910625916663 48.173495580592466),Finsterbuschstraße Nord,Finsterbuschstraße Nord,92B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Finsterbuschstraße%20Nord!start|1,
OEFFHALTESTOGD.3077285,3077285,POINT (16.497811826545963 48.17341768132501),Finsterbuschstraße Nord,Finsterbuschstraße Nord,92B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Finsterbuschstraße%20Nord!start|1,
OEFFHALTESTOGD.3077286,3077286,POINT (16.483322026008164 48.22415748101334),Billgasse,Billgasse,"84A, N84",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Billgasse!start|1,
OEFFHALTESTOGD.3077287,3077287,POINT (16.483322026008164 48.22415748101334),Billgasse,Billgasse,"84A, N84",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Billgasse!start|1,
OEFFHALTESTOGD.3077288,3077288,POINT (16.483322026008164 48.22415748101334),Billgasse,Billgasse,"84A, N84",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Billgasse!start|1,
OEFFHALTESTOGD.3077289,3077289,POINT (16.48335792606921 48.2246541814957),Billgasse,Billgasse,"84A, N84",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Billgasse!start|1,
OEFFHALTESTOGD.3077290,3077290,POINT (16.48335792606921 48.2246541814957),Billgasse,Billgasse,"84A, N84",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Billgasse!start|1,
OEFFHALTESTOGD.3077291,3077291,POINT (16.48335792606921 48.2246541814957),Billgasse,Billgasse,"84A, N84",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Billgasse!start|1,
OEFFHALTESTOGD.3077292,3077292,POINT (16.480456426816616 48.222733081100415),Löschniggasse,Löschniggasse,"97A, 84A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Löschniggasse!start|1,
OEFFHALTESTOGD.3077293,3077293,POINT (16.480600125951362 48.22279288077462),Löschniggasse,Löschniggasse,84A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Löschniggasse!start|1,
OEFFHALTESTOGD.3077294,3077294,POINT (16.429027825796116 48.1824148810647),1. Haidequerstraße Mitte,1. Haidequerstraße Mitte,72A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%201.%20Haidequerstraße%20Mitte!start|1,
OEFFHALTESTOGD.3077295,3077295,POINT (16.447012126049934 48.1957100813947),Dammhaufengasse,Dammhaufengasse,"79A, 79B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Dammhaufengasse!start|1,
OEFFHALTESTOGD.3077296,3077296,POINT (16.447146826330723 48.19579988111128),Dammhaufengasse,Dammhaufengasse,"79A, 79B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Dammhaufengasse!start|1,
OEFFHALTESTOGD.3077297,3077297,POINT (16.343202826034926 48.14246648129885),Pfarrgasse/Traviatagasse,Pfarrgasse/Traviatagasse,"67A, 67B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfarrgasse/Traviatagasse!start|1,
OEFFHALTESTOGD.3077298,3077298,POINT (16.219055626146393 48.20614018124704),Zimbagasse,Zimbagasse,"50B, 50A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zimbagasse!start|1,
OEFFHALTESTOGD.3077299,3077299,POINT (16.221040925643827 48.207199881679074),Auhof,Auhof,N49,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Auhof!start|1,
OEFFHALTESTOGD.3077300,3077300,POINT (16.221040925643827 48.207199881679074),Auhof,Auhof,N49,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Auhof!start|1,
