FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.3080840,3080840,POINT (16.43554962534663 48.13206538111166),Kledering Kirche,Kledering Kirche,"70A, 266",,2,https://anachb.vor.at#P|SQ!evaId|Kledering%20Kirche!start|1,
OEFFHALTESTOGD.3080841,3080841,POINT (16.435598929326414 48.132167246493594),Kledering Kirche,Kledering Kirche,"70A, 266",,3,https://anachb.vor.at#P|SQ!evaId|Kledering%20Kirche!start|1,
OEFFHALTESTOGD.3080842,3080842,POINT (16.43555862570544 48.13216728136531),Kledering Kirche,Kledering Kirche,"70A, 266",,2,https://anachb.vor.at#P|SQ!evaId|Kledering%20Kirche!start|1,
OEFFHALTESTOGD.3080843,3080843,POINT (16.380047293670223 48.33937736622479),Kleinengersdorf Schottenbreite,Kleinengersdorf Schottenbreite,853,,3,https://anachb.vor.at#P|SQ!evaId|Kleinengersdorf%20Schottenbreite!start|1,
OEFFHALTESTOGD.3080844,3080844,POINT (16.38010119286805 48.33949676566422),Kleinengersdorf Schottenbreite,Kleinengersdorf Schottenbreite,853,,3,https://anachb.vor.at#P|SQ!evaId|Kleinengersdorf%20Schottenbreite!start|1,
OEFFHALTESTOGD.3081424,3081424,POINT (16.37357482552166 48.185187981207314),Hauptbahnhof,Hauptbahnhof,N66,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptbahnhof!start|1,
OEFFHALTESTOGD.3081425,3081425,POINT (16.37357482552166 48.185187981207314),Hauptbahnhof,Hauptbahnhof,N66,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptbahnhof!start|1,
OEFFHALTESTOGD.3081426,3081426,POINT (16.374598926321955 48.18612828095841),Hauptbahnhof,Hauptbahnhof,18,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptbahnhof!start|1,
OEFFHALTESTOGD.3081427,3081427,POINT (16.374724725938385 48.18612228076444),Hauptbahnhof,Hauptbahnhof,"O, 1, 18",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptbahnhof!start|1,
OEFFHALTESTOGD.3081428,3081428,POINT (16.374881770733552 48.18534366743069),Hauptbahnhof,Hauptbahnhof,"120, 210, 309, SV700, 227, 200, 209, 1155, 169",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptbahnhof!start|1,
OEFFHALTESTOGD.3081429,3081429,POINT (16.374747071909354 48.18533766748826),Hauptbahnhof,Hauptbahnhof,"7860, 7941, 1155, 7940, 1158",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptbahnhof!start|1,
OEFFHALTESTOGD.3081430,3081430,POINT (16.433142125851948 48.15920578118411),Zentralfriedhof 1.Tor,Zentralfriedhof 1.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%201.Tor!start|1,
OEFFHALTESTOGD.3081431,3081431,POINT (16.434615325238635 48.15629348076704),Zentralfriedhof 1.Tor,Zentralfriedhof 1.Tor,ZF,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%201.Tor!start|1,
OEFFHALTESTOGD.3081432,3081432,POINT (16.43308822530806 48.15916388101928),Zentralfriedhof 1.Tor,Zentralfriedhof 1.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%201.Tor!start|1,
OEFFHALTESTOGD.3081433,3081433,POINT (16.442340925778918 48.15444768089395),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.3081434,3081434,POINT (16.44407904687024 48.15406414302007),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,272,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.3081435,3081435,POINT (16.441460526045958 48.15387838104361),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,ZF,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.3081436,3081436,POINT (16.441559325417114 48.154645480623095),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.3081437,3081437,POINT (16.441950047327584 48.154627444352485),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,272,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%202.Tor!start|1,
OEFFHALTESTOGD.3081438,3081438,POINT (16.44915912642372 48.15236208071397),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"71B, 71A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.3081439,3081439,POINT (16.448449426089773 48.152661781419496),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.3081440,3081440,POINT (16.448512325279115 48.152769681013645),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.3081441,3081441,POINT (16.44758702526807 48.15199058145005),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,ZF,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%203.Tor!start|1,
OEFFHALTESTOGD.3081442,3081442,POINT (16.452842225724492 48.15161298148004),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.3081443,3081443,POINT (16.452653525996208 48.15164898068798),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,71A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.3081444,3081444,POINT (16.45359672637099 48.151798780936524),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,"11, 71",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.3081445,3081445,POINT (16.4527074263072 48.151744781233916),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,"71A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.3081446,3081446,POINT (16.4527074263072 48.151744781233916),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,"71A, N71",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.3081447,3081447,POINT (16.4527074263072 48.151744781233916),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,"71A, N71",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Zentralfriedhof%204.Tor!start|1,
OEFFHALTESTOGD.3081448,3081448,POINT (16.376332625255085 48.13827038080615),Indigoweg,Indigoweg,16A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Indigoweg!start|1,
OEFFHALTESTOGD.3081449,3081449,POINT (16.37632372526609 48.13823438092065),Indigoweg,Indigoweg,16A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Indigoweg!start|1,
OEFFHALTESTOGD.3081450,3081450,POINT (16.457459525507154 48.149778980634196),Hauptwerkstätte,Hauptwerkstätte,71,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptwerkstätte!start|1,
OEFFHALTESTOGD.3081451,3081451,POINT (16.45820054369558 48.14968903816134),Hauptwerkstätte,Hauptwerkstätte,"272, 71A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptwerkstätte!start|1,
OEFFHALTESTOGD.3081452,3081452,POINT (16.458160226387886 48.14968908097062),Hauptwerkstätte,Hauptwerkstätte,"272, 71A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptwerkstätte!start|1,
OEFFHALTESTOGD.3081453,3081453,POINT (16.4572709252113 48.14973708095404),Hauptwerkstätte,Hauptwerkstätte,71,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptwerkstätte!start|1,
OEFFHALTESTOGD.3081454,3081454,POINT (16.458263443057422 48.14977293831781),Hauptwerkstätte,Hauptwerkstätte,"272, 71A, N71",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptwerkstätte!start|1,
OEFFHALTESTOGD.3081455,3081455,POINT (16.458223125684114 48.149772981149184),Hauptwerkstätte,Hauptwerkstätte,"272, 71A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptwerkstätte!start|1,
OEFFHALTESTOGD.3081456,3081456,POINT (16.458223125684114 48.149772981149184),Hauptwerkstätte,Hauptwerkstätte,"272, 71A, N71",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptwerkstätte!start|1,
OEFFHALTESTOGD.3081457,3081457,POINT (16.458223125684114 48.149772981149184),Hauptwerkstätte,Hauptwerkstätte,"272, 71A, N71",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Hauptwerkstätte!start|1,
OEFFHALTESTOGD.3081458,3081458,POINT (16.328218926155735 48.22759258125368),Simonygasse,Simonygasse,42A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Simonygasse!start|1,
OEFFHALTESTOGD.3081459,3081459,POINT (16.328569225647946 48.22770628143728),Simonygasse,Simonygasse,9,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Simonygasse!start|1,
OEFFHALTESTOGD.3081460,3081460,POINT (16.32826382569281 48.2276105815054),Simonygasse,Simonygasse,9,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Simonygasse!start|1,
OEFFHALTESTOGD.3081461,3081461,POINT (16.489071226491888 48.25136878117108),Breitenleer Straße/Ziegelhofstraße,Breitenleer Straße/Ziegelhofstraße,"N24, 24A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenleer%20Straße/Ziegelhofstraße!start|1,
OEFFHALTESTOGD.3081462,3081462,POINT (16.489071226491888 48.25136878117108),Breitenleer Straße/Ziegelhofstraße,Breitenleer Straße/Ziegelhofstraße,"N24, 24A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenleer%20Straße/Ziegelhofstraße!start|1,
OEFFHALTESTOGD.3081463,3081463,POINT (16.489071226491888 48.25136878117108),Breitenleer Straße/Ziegelhofstraße,Breitenleer Straße/Ziegelhofstraße,"N24, 24A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenleer%20Straße/Ziegelhofstraße!start|1,
OEFFHALTESTOGD.3081464,3081464,POINT (16.488765825815637 48.25158418092755),Breitenleer Straße/Ziegelhofstraße,Breitenleer Straße/Ziegelhofstraße,85A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenleer%20Straße/Ziegelhofstraße!start|1,
OEFFHALTESTOGD.3081465,3081465,POINT (16.392655026910337 48.29360508120443),Mühlweg,Mühlweg,32A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Mühlweg!start|1,
OEFFHALTESTOGD.3081466,3081466,POINT (16.466545840041988 48.146380535062626),Kaiserebersdorf,Kaiserebersdorf,"279, 171",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Kaiserebersdorf!start|1,
OEFFHALTESTOGD.3082132,3082132,POINT (16.4216257259189 48.261745781605605),Töllergasse,Töllergasse,"29A, 28A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Töllergasse!start|1,
OEFFHALTESTOGD.3082133,3082133,POINT (16.467601526269405 48.20596658079371),Ulanenweg,Ulanenweg,95A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ulanenweg!start|1,
OEFFHALTESTOGD.3082134,3082134,POINT (16.248888725674053 48.21640068162564),Ulmenstraße,Ulmenstraße,"43B, 52B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ulmenstraße!start|1,
OEFFHALTESTOGD.3082135,3082135,POINT (16.24913122606071 48.21640668128978),Ulmenstraße,Ulmenstraße,"43B, 52B, 52A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ulmenstraße!start|1,
OEFFHALTESTOGD.3082136,3082136,POINT (16.51550862551402 48.20593068122329),Bambergergasse,Bambergergasse,88B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bambergergasse!start|1,
OEFFHALTESTOGD.3082137,3082137,POINT (16.51509542643333 48.20624798120772),Bambergergasse,Bambergergasse,98A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bambergergasse!start|1,
OEFFHALTESTOGD.3082138,3082138,POINT (16.51509542624131 48.206140181190726),Bambergergasse,Bambergergasse,98A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Bambergergasse!start|1,
OEFFHALTESTOGD.3082139,3082139,POINT (16.234551525581633 48.20199718114019),Auhof Umspannwerk,Auhof Umspannwerk,50B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Auhof%20Umspannwerk!start|1,
OEFFHALTESTOGD.3082140,3082140,POINT (16.3448826264576 48.173555481131125),Unfallkrankenhaus Meidling,Unfallkrankenhaus Meidling,"63A, 7A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unfallkrankenhaus%20Meidling!start|1,
OEFFHALTESTOGD.3082141,3082141,POINT (16.344442525317056 48.17354348168451),Unfallkrankenhaus Meidling,Unfallkrankenhaus Meidling,63A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unfallkrankenhaus%20Meidling!start|1,
OEFFHALTESTOGD.3082142,3082142,POINT (16.344972525677036 48.17359138080059),Unfallkrankenhaus Meidling,Unfallkrankenhaus Meidling,7A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unfallkrankenhaus%20Meidling!start|1,
OEFFHALTESTOGD.3082143,3082143,POINT (16.28725572584534 48.19147638156267),Unter St. Veit,Unter St. Veit,"N54, 47A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unter%20St.%20Veit!start|1,
OEFFHALTESTOGD.3082144,3082144,POINT (16.28725572584534 48.19147638156267),Unter St. Veit,Unter St. Veit,"N54, 47A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Unter%20St.%20Veit!start|1,
OEFFHALTESTOGD.3082145,3082145,POINT (16.28725572584534 48.19147638156267),Unter St. Veit,Unter St. Veit,"N54, 47A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Unter%20St.%20Veit!start|1,
OEFFHALTESTOGD.3082146,3082146,POINT (16.379458825847703 48.181540381489235),Sonnwendgasse,Sonnwendgasse,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Sonnwendgasse!start|1,
OEFFHALTESTOGD.3082147,3082147,POINT (16.379386925886326 48.18161818139498),Sonnwendgasse,Sonnwendgasse,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Sonnwendgasse!start|1,
OEFFHALTESTOGD.3082148,3082148,POINT (16.426925826370564 48.172536981238935),Unter der Kirche,Unter der Kirche,"72A, 69A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unter%20der%20Kirche!start|1,
OEFFHALTESTOGD.3082149,3082149,POINT (16.427051525689283 48.17220748152908),Unter der Kirche,Unter der Kirche,"72A, 69A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unter%20der%20Kirche!start|1,
OEFFHALTESTOGD.3082150,3082150,POINT (16.380195426324654 48.197069380859034),Unteres Belvedere,Unteres Belvedere,71,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Unteres%20Belvedere!start|1,
OEFFHALTESTOGD.3082151,3082151,POINT (16.379863026503294 48.19719508125551),Unteres Belvedere,Unteres Belvedere,N71,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Unteres%20Belvedere!start|1,
OEFFHALTESTOGD.3082152,3082152,POINT (16.379863026503294 48.19719508125551),Unteres Belvedere,Unteres Belvedere,N71,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Unteres%20Belvedere!start|1,
OEFFHALTESTOGD.3082153,3082153,POINT (16.379764226218395 48.19724898109282),Unteres Belvedere,Unteres Belvedere,71,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Unteres%20Belvedere!start|1,
OEFFHALTESTOGD.3082154,3082154,POINT (16.380330125941942 48.19717118116459),Unteres Belvedere,Unteres Belvedere,N71,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Unteres%20Belvedere!start|1,
OEFFHALTESTOGD.3082155,3082155,POINT (16.380330125941942 48.19717118116459),Unteres Belvedere,Unteres Belvedere,N71,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Unteres%20Belvedere!start|1,
OEFFHALTESTOGD.3082156,3082156,POINT (16.49049952576457 48.25589068150685),"Breitenlee, Rautenweg","Breitenlee, Rautenweg",85A,,2,"https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenlee,%20Rautenweg!start|1",
OEFFHALTESTOGD.3082157,3082157,POINT (16.41456492639406 48.13282078097048),Unterlaa,Unterlaa,70A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaa!start|1,
OEFFHALTESTOGD.3082158,3082158,POINT (16.414564926261523 48.132910681084745),Unterlaa,Unterlaa,"70A, N17",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaa!start|1,
OEFFHALTESTOGD.3082159,3082159,POINT (16.414564926261523 48.132910681084745),Unterlaa,Unterlaa,"70A, N17",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaa!start|1,
OEFFHALTESTOGD.3082160,3082160,POINT (16.414564926261523 48.132910681084745),Unterlaa,Unterlaa,"70A, N17",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaa!start|1,
OEFFHALTESTOGD.3082161,3082161,POINT (16.427109829083175 48.131052048979726),Unterlaa Stadtgrenze,Unterlaa Stadtgrenze,"70A, 266",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaa%20Stadtgrenze!start|1,
OEFFHALTESTOGD.3082162,3082162,POINT (16.427069526324786 48.13105208087402),Unterlaa Stadtgrenze,Unterlaa Stadtgrenze,"70A, 266",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaa%20Stadtgrenze!start|1,
OEFFHALTESTOGD.3082163,3082163,POINT (16.42750512838601 48.13113604888419),Unterlaa Stadtgrenze,Unterlaa Stadtgrenze,"70A, 266",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaa%20Stadtgrenze!start|1,
OEFFHALTESTOGD.3082164,3082164,POINT (16.42746482556235 48.13113608091715),Unterlaa Stadtgrenze,Unterlaa Stadtgrenze,"70A, 266",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaa%20Stadtgrenze!start|1,
OEFFHALTESTOGD.3082165,3082165,POINT (16.412134933011682 48.13583635487844),Unterlaaer Straße,Unterlaaer Straße,"70A, 266, N17",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaaer%20Straße!start|1,
OEFFHALTESTOGD.3082166,3082166,POINT (16.412094626493566 48.135836381523674),Unterlaaer Straße,Unterlaaer Straße,"70A, 266, N17",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaaer%20Straße!start|1,
OEFFHALTESTOGD.3082167,3082167,POINT (16.412094626493566 48.135836381523674),Unterlaaer Straße,Unterlaaer Straße,"70A, 266, N17",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaaer%20Straße!start|1,
OEFFHALTESTOGD.3082168,3082168,POINT (16.412094626493566 48.135836381523674),Unterlaaer Straße,Unterlaaer Straße,"70A, 266, N17",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaaer%20Straße!start|1,
OEFFHALTESTOGD.3082169,3082169,POINT (16.412215731765578 48.135908354217456),Unterlaaer Straße,Unterlaaer Straße,"70A, 266, N17",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaaer%20Straße!start|1,
OEFFHALTESTOGD.3082170,3082170,POINT (16.412175425191183 48.135908380891046),Unterlaaer Straße,Unterlaaer Straße,"70A, 266, N17",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaaer%20Straße!start|1,
OEFFHALTESTOGD.3082171,3082171,POINT (16.412175425191183 48.135908380891046),Unterlaaer Straße,Unterlaaer Straße,"70A, 266, N17",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaaer%20Straße!start|1,
OEFFHALTESTOGD.3082172,3082172,POINT (16.412175425191183 48.135908380891046),Unterlaaer Straße,Unterlaaer Straße,"70A, 266, N17",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Unterlaaer%20Straße!start|1,
OEFFHALTESTOGD.3082173,3082173,POINT (16.455330525329 48.140985881162884),Ailecgasse,Ailecgasse,71B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ailecgasse!start|1,
OEFFHALTESTOGD.3082174,3082174,POINT (16.455348525451104 48.1408779812379),Ailecgasse,Ailecgasse,71B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ailecgasse!start|1,
OEFFHALTESTOGD.3082175,3082175,POINT (16.461223425853944 48.1451878812356),Baudißgasse,Baudißgasse,71B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Baudißgasse!start|1,
OEFFHALTESTOGD.3082176,3082176,POINT (16.46123242584196 48.14535568140884),Baudißgasse,Baudißgasse,71B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Baudißgasse!start|1,
OEFFHALTESTOGD.3082813,3082813,POINT (16.371086526183532 48.229519481608214),Wallensteinplatz,Wallensteinplatz,5B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Wallensteinplatz!start|1,
OEFFHALTESTOGD.3082814,3082814,POINT (16.36801422612128 48.22844238101897),Klosterneuburger Straße/Wallensteinstraße,Klosterneuburger Straße/Wallensteinstraße,"33, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Klosterneuburger%20Straße/Wallensteinstraße!start|1,
OEFFHALTESTOGD.3082815,3082815,POINT (16.368544325983887 48.22837648090201),Klosterneuburger Straße/Wallensteinstraße,Klosterneuburger Straße/Wallensteinstraße,"1, 31",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Klosterneuburger%20Straße/Wallensteinstraße!start|1,
OEFFHALTESTOGD.3082816,3082816,POINT (16.368652026525574 48.228837281226454),Klosterneuburger Straße/Wallensteinstraße,Klosterneuburger Straße/Wallensteinstraße,"33, 31, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Klosterneuburger%20Straße/Wallensteinstraße!start|1,
OEFFHALTESTOGD.3082817,3082817,POINT (16.368059226621856 48.2288911816664),Klosterneuburger Straße/Wallensteinstraße,Klosterneuburger Straße/Wallensteinstraße,"O, 33, 1, 31, 2, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Klosterneuburger%20Straße/Wallensteinstraße!start|1,
OEFFHALTESTOGD.3082818,3082818,POINT (16.29024712545173 48.22512698122359),Wallishaussergasse,Wallishaussergasse,44A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Wallishaussergasse!start|1,
OEFFHALTESTOGD.3082819,3082819,POINT (16.29024712585866 48.22519278172509),Wallishaussergasse,Wallishaussergasse,44A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Wallishaussergasse!start|1,
OEFFHALTESTOGD.3082820,3082820,POINT (16.32695232548028 48.23206868090669),"Gersthof, Wallrißstr.","Gersthof, Wallrißstr.",9,,1,"https://anachb.vor.at#P|SQ!evaId|Wien%20Gersthof,%20Wallrißstr.!start|1",
OEFFHALTESTOGD.3082821,3082821,POINT (16.407962326605624 48.24417848132928),Warhanekgasse,Warhanekgasse,20A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Warhanekgasse!start|1,
OEFFHALTESTOGD.3082822,3082822,POINT (16.408528326378185 48.24489038130001),Warhanekgasse,Warhanekgasse,20A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Warhanekgasse!start|1,
OEFFHALTESTOGD.3082823,3082823,POINT (16.524949926199806 48.23567078104517),Röbbelinggasse,Röbbelinggasse,89A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Röbbelinggasse!start|1,
OEFFHALTESTOGD.3082824,3082824,POINT (16.524949926199806 48.23567078104517),Röbbelinggasse,Röbbelinggasse,89A,,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Röbbelinggasse!start|1,
OEFFHALTESTOGD.3082825,3082825,POINT (16.524949926199806 48.23567078104517),Röbbelinggasse,Röbbelinggasse,89A,,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Röbbelinggasse!start|1,
OEFFHALTESTOGD.3082826,3082826,POINT (16.52494092671395 48.235730681419454),Röbbelinggasse,Röbbelinggasse,89A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Röbbelinggasse!start|1,
OEFFHALTESTOGD.3082827,3082827,POINT (16.52494092671395 48.235730681419454),Röbbelinggasse,Röbbelinggasse,89A,,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Röbbelinggasse!start|1,
OEFFHALTESTOGD.3082828,3082828,POINT (16.52494092671395 48.235730681419454),Röbbelinggasse,Röbbelinggasse,89A,,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Röbbelinggasse!start|1,
OEFFHALTESTOGD.3082829,3082829,POINT (16.377123225552648 48.2294895810946),Wasnergasse,Wasnergasse,5A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Wasnergasse!start|1,
OEFFHALTESTOGD.3082830,3082830,POINT (16.377042326319817 48.2295733814417),Wasnergasse,Wasnergasse,5A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Wasnergasse!start|1,
OEFFHALTESTOGD.3082831,3082831,POINT (16.392996425734577 48.20041048093518),Hintzerstraße,Hintzerstraße,"74A, 4A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Hintzerstraße!start|1,
OEFFHALTESTOGD.3082832,3082832,POINT (16.393086226563323 48.200452380918705),Hintzerstraße,Hintzerstraße,"74A, 4A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Hintzerstraße!start|1,
OEFFHALTESTOGD.3082833,3082833,POINT (16.448700926162264 48.268449281072655),Wassermanngasse,Wassermanngasse,"N25, 29A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Wassermanngasse!start|1,
OEFFHALTESTOGD.3082834,3082834,POINT (16.448700926162264 48.268449281072655),Wassermanngasse,Wassermanngasse,"N25, 29A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Wassermanngasse!start|1,
OEFFHALTESTOGD.3082835,3082835,POINT (16.448700926162264 48.268449281072655),Wassermanngasse,Wassermanngasse,"N25, 29A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Wassermanngasse!start|1,
OEFFHALTESTOGD.3082836,3082836,POINT (16.291019625954668 48.170829580943945),Wattmanngasse,Wattmanngasse,"52, 60, 49, 10, 62",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Wattmanngasse!start|1,
OEFFHALTESTOGD.3082837,3082837,POINT (16.291657426138517 48.17092548110114),Wattmanngasse,Wattmanngasse,N62,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Wattmanngasse!start|1,
OEFFHALTESTOGD.3082838,3082838,POINT (16.291657426138517 48.17092548110114),Wattmanngasse,Wattmanngasse,N62,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Wattmanngasse!start|1,
